no_runs,no_rbi,no_bb,yr_major,cr_runs,cr_rbi,cr_bb,logsalar,team_Baltimore,team_Boston,team_California,team_Chicago,team_Cincinnati,team_Cleveland,team_Detroit,team_Houston,team_KansasCity,team_LosAngeles,team_Milwaukee,team_Minneapolis,team_Montreal,team_NewYork,team_Oakland,team_Philadelphia,team_Pittsburgh,team_SanDiego,team_SanFrancisco,team_Seattle,team_StLouis,team_Texas,team_Toronto,league_National,division_West,position_2B,position_3B,position_C,position_CF,position_LF,position_OF,position_RF,position_SS,position_other,BA,CBA,HRR,CHRR,FP
35,29,33,12,630,435,403,6.1092475828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2841328413284132,0.2752888708696533,0.018450184501845,0.0097303871883235,0.9806451612903224
50,45,39,5,178,192,136,5.7037824747,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2689075630252101,0.2467718794835007,0.0196078431372549,0.0308464849354375,0.976878612716763
22,18,15,12,266,304,198,5.5214609179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2592592592592592,0.2378397711015736,0.0185185185185185,0.0153791130185979,0.9908883826879272
42,36,44,16,965,1128,990,6.9565454432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2734375,0.2614054973080192,0.05078125,0.0442051572683479,0.9520958083832336
75,86,72,3,102,109,102,5.3706380281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2317596566523605,0.2177914110429447,0.0708154506437768,0.0674846625766871,0.9735099337748344
42,29,45,18,438,380,466,5.9914645471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2079510703363914,0.237781716890352,0.0397553516819571,0.0197518359078247,0.9902642559109874
49,65,37,7,244,288,150,6.45700634525584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2575757575757575,0.2735804786485218,0.0346320346320346,0.0323791647114031,0.9935965848452508
45,49,46,9,249,322,274,6.3279367837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3225806451612903,0.2822822822822823,0.0263929618768328,0.0214500214500214,0.9848484848484848
130,74,89,8,862,417,708,7.4205789054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2631578947368421,0.290346352247605,0.0460526315789473,0.0253009088676001,0.9862385321100916
65,58,92,20,1509,1659,1342,6.1892902904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2410501193317422,0.2634340890008396,0.0429594272076372,0.0575146935348446,0.0
73,49,64,11,618,551,514,6.576004509328089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2290076335877862,0.2500591996211224,0.0432569974554707,0.0329149893440681,0.9813084112149532
42,60,35,5,238,299,157,6.0520891689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2180851063829787,0.2305084745762712,0.0558510638297872,0.0649717514124293,0.0
51,76,40,11,410,497,284,6.2146080984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2983539094650205,0.2777917822031762,0.022633744855967,0.0168893370305016,0.948051948051948
28,16,11,1,28,16,11,4.373768340979691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2365591397849462,0.2365591397849462,0.0376344086021505,0.0376344086021505,0.9902912621359224
42,36,29,7,379,198,184,6.319372010771851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.260586319218241,0.2709624122263527,0.003257328990228,0.0074349442379182,0.9865771812080536
35,39,13,6,102,96,80,5.5214609179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3089430894308943,0.2565789473684211,0.0203252032520325,0.0131578947368421,0.9777777777777776
31,27,17,12,643,445,459,5.9914645471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2536585365853658,0.2576938059992208,0.0390243902439024,0.0109076743280093,0.9875
50,45,43,10,295,273,269,6.1092475828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2586206896551724,0.2683566433566433,0.0316091954022988,0.0187937062937062,0.975206611570248
52,44,52,9,377,284,296,6.6200732065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.2581261950286806,0.2657363420427553,0.0152963671128107,0.0115795724465558,0.9779326364692218
32,22,24,1,32,22,24,4.248495242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2179487179487179,0.2179487179487179,0.0064102564102564,0.0064102564102564,0.9402390438247012
57,33,21,7,365,280,165,6.7742238864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.2399193548387097,0.262656343061346,0.0161290322580645,0.0107206670637284,0.9477477477477476
63,48,40,4,135,125,79,5.2470240722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2686567164179104,0.2688588007736944,0.0223880597014925,0.0154738878143133,0.9552238805970148
42,42,61,6,128,104,172,5.252273428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2472727272727272,0.2476586888657648,0.0181818181818181,0.0166493236212278,0.989247311827957
68,76,46,6,494,345,242,6.6066501862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2838915470494418,0.2867132867132867,0.0223285486443381,0.0235219326128417,0.9937965260545906
38,28,36,4,94,71,76,5.5214609179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2182741116751269,0.2451790633608815,0.0025380710659898,0.0027548209366391,0.9727891156462584
32,25,18,3,98,54,62,4.9416424226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2740384615384615,0.2603369065849923,0.0384615384615384,0.0260336906584992,0.912751677852349
50,55,22,1,50,55,22,4.579852378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.2643979057591623,0.2643979057591623,0.0418848167539267,0.0418848167539267,0.971830985915493
59,57,68,12,713,660,735,6.6066501862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2461873638344226,0.2559835452505609,0.0435729847494553,0.0289827973074046,0.0
73,47,42,1,73,47,42,4.9416424226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.2714025500910746,0.2714025500910746,0.0127504553734061,0.0127504553734061,0.9764542936288088
25,33,16,10,315,259,204,5.8338365785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.21875,0.2486950037285607,0.0104166666666666,0.0141685309470544,0.9824561403508772
35,32,23,2,39,32,23,4.5930446068628275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.2772277227722772,0.2788461538461538,0.0132013201320132,0.0128205128205128,0.983957219251337
82,46,62,13,1043,827,535,6.907755279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3122605363984674,0.2869120363791388,0.0172413793103448,0.0217422196958931,0.9972375690607734
54,88,43,6,204,276,155,4.605170186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.228515625,0.2354285714285714,0.056640625,0.0571428571428571,0.9866863905325444
20,28,13,3,27,31,15,4.4998096703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3,0.2758620689655172,0.0227272727272727,0.0172413793103448,0.9901639344262296
73,77,60,4,93,106,86,5.2983173665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2681992337164751,0.2534246575342466,0.0306513409961685,0.0301369863013698,0.9886892880904856
54,54,35,2,76,75,49,4.9052747784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.2429501084598698,0.2352941176470588,0.0390455531453362,0.0352941176470588,0.9683908045977012
66,68,21,2,106,86,40,5.0434251169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2495697074010327,0.2527075812274368,0.0292598967297762,0.0252707581227436,0.9608323133414932
82,50,47,6,218,149,163,6.163314804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.3,0.2631253860407659,0.0056603773584905,0.0067943174799258,0.9734513274336284
58,81,23,18,1138,1299,478,7.2793188354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.2549371633752244,0.2948966777029341,0.03770197486535,0.0309396049777371,0.9942622950819672
44,36,65,4,68,56,99,5.0106352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2186788154897494,0.2081575246132208,0.0,0.0014064697609001,0.9665144596651446
53,33,52,2,63,39,58,4.6539603502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.227373068432671,0.2426035502958579,0.0176600441501103,0.0157790927021696,0.9914529914529916
67,45,51,4,211,146,155,5.8579331545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.231060606060606,0.2348484848484848,0.0018939393939393,0.0069930069930069,0.9715719063545152
91,56,59,6,420,230,274,4.4998096703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.3317535545023696,0.2840390879478827,0.0094786729857819,0.0061889250814332,0.9803680981595092
40,58,24,11,542,727,230,6.524113251558318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2635294117647059,0.2512740970529581,0.0258823529411764,0.049634389541325,0.9691119691119692
88,73,53,8,450,342,373,6.2728770065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3007117437722419,0.2643822697265011,0.0302491103202846,0.0191763596353348,0.9790123456790124
42,25,20,8,324,300,179,5.8338365785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2704626334519573,0.247178329571106,0.0106761565836298,0.0180586907449209,0.9727626459143968
69,75,53,6,369,384,321,6.8458798753,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2563237774030354,0.2481012658227848,0.0387858347386172,0.0481012658227848,0.9818731117824774
91,65,27,4,196,137,89,5.8579331545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3100436681222707,0.2951251646903821,0.0145560407569141,0.0098814229249011,0.9827127659574468
48,28,54,8,207,162,198,5.7889413034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.2798913043478261,0.2598840274117027,0.0081521739130434,0.0047443331576172,0.9934497816593888
26,23,30,4,83,82,86,5.5214609179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2661596958174905,0.2477477477477477,0.0038022813688212,0.0101351351351351,0.9827586206896552
107,59,52,5,352,230,193,6.6066501862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.3286604361370716,0.3257191201353638,0.0218068535825545,0.0114213197969543,0.9888888888888888
26,30,29,7,135,163,128,6.0520891689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2566037735849056,0.2535527299925205,0.030188679245283,0.0239341810022438,0.97
36,41,44,17,1115,919,1153,6.274996781094589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.2179930795847751,0.2639827073763847,0.0242214532871972,0.0263442312888408,0.9817708333333334
48,61,73,8,421,349,359,6.8297937375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2522361359570662,0.2764073371283997,0.0035778175313059,0.0050600885515496,0.9883870967741936
53,44,21,4,106,80,52,5.2203558251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2307692307692307,0.2448759439050701,0.0326923076923076,0.023732470334412,0.9511111111111112
46,57,37,9,347,477,238,6.82437367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2638888888888889,0.2715683367921731,0.0277777777777777,0.0243107026386006,0.9896103896103896
24,17,20,7,105,99,71,5.6583212634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2097560975609756,0.2564402810304449,0.0097560975609756,0.0140515222482435,0.9927536231884058
21,29,24,6,129,139,106,5.5012582105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2435233160621761,0.2253521126760563,0.0518134715025906,0.0369718309859154,0.9842271293375394
19,18,17,5,88,95,104,5.291475344480402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2541436464088398,0.2540021344717182,0.005524861878453,0.0096051227321238,0.9375
17,22,3,17,488,491,244,5.4595855141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2863849765258216,0.2819502585570057,0.0187793427230046,0.0204383156857916,0.9823788546255506
56,52,53,7,307,340,174,7.0475172214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.288235294117647,0.2858635097493036,0.0196078431372549,0.0219359331476323,0.9805825242718448
56,59,34,3,149,161,87,5.0751738152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2387543252595155,0.2551822730521801,0.0017301038062283,0.0050035739814152,0.9618320610687024
14,29,25,23,1272,1652,925,6.303953769472831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.255,0.2794027408467989,0.01,0.0387604827163019,0.9838709677419356
76,52,76,5,226,149,191,6.0520891689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2562358276643991,0.2567917205692108,0.0113378684807256,0.0109961190168175,0.9761388286334056
17,14,15,10,579,363,406,6.8023947633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2441860465116279,0.281448849730788,0.0174418604651162,0.013950073421439,1.0
91,62,78,8,604,314,469,6.868817404967719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3344827586206896,0.3048635824436536,0.0155172413793103,0.0142348754448398,0.9792387543252596
14,25,12,19,1048,1348,819,6.2146080984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.2519685039370078,0.2860886136255359,0.0314960629921259,0.0288232491662696,0.9685863874345548
35,31,32,4,180,148,158,5.6258209332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2473118279569892,0.2612214863870493,0.014336917562724,0.0228108903605592,0.9714285714285714
50,71,44,7,338,406,239,6.6200732065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2333333333333333,0.2543714945562521,0.0375,0.0362916529198284,0.9578947368421052
94,29,60,2,201,69,110,5.0751738152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2316666666666666,0.25,0.0,0.0008090614886731,0.97196261682243
107,98,74,6,399,366,286,7.1701195434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3049180327868852,0.2760263929618768,0.0311475409836065,0.0252932551319648,0.9899302865995352
37,44,37,7,279,257,246,6.2633982626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.225,0.2495590828924162,0.0138888888888888,0.0180776014109347,0.9934354485776804
67,27,36,7,272,125,194,6.3099182782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3204134366925064,0.2850704225352112,0.0025839793281653,0.0033802816901408,0.9655172413793104
107,71,105,5,474,322,417,7.3777589082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3568965517241379,0.3520518358531317,0.0137931034482758,0.0115190784737221,0.9533169533169532
66,41,34,1,66,41,34,4.7874917428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.2867647058823529,0.2867647058823529,0.0269607843137254,0.0269607843137254,0.9892682926829268
82,100,57,1,82,100,57,5.1059454739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2900505902192243,0.2900505902192243,0.0370994940978077,0.0370994940978077,0.9890988372093024
21,23,22,8,107,124,106,5.662578318867337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2398190045248869,0.2662276575729069,0.0090497737556561,0.0141110065851364,0.9845758354755784
65,48,37,5,379,311,138,6.551080335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.255533199195171,0.2981871994080651,0.0140845070422535,0.0118386977432482,0.9910979228486648
76,50,94,12,897,451,875,6.7742238864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2764227642276423,0.2741789148974777,0.0101626016260162,0.0070767555797495,0.9719887955182072
61,43,52,6,217,93,146,5.9532433343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2652631578947368,0.2547058823529411,0.0063157894736842,0.0041176470588235,0.9554140127388536
85,60,78,8,470,420,332,6.8669332845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2513089005235602,0.2679799874921826,0.0157068062827225,0.0303314571607254,0.991763898421414
77,44,31,11,775,357,249,6.907755279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2694136291600634,0.2968622656886716,0.0142630744849445,0.0061124694376528,0.9927710843373494
